group_id,x,y,z
0,-0.13500000536441803,0.9817891716957092,0.04855993017554283
0,-0.13500000536441803,1.0117892026901245,0.04855993017554283
0,-0.13500000536441803,1.041789174079895,0.04855993017554283
0,-0.13500000536441803,1.0717891454696655,0.04855993017554283
0,-0.13500000536441803,1.101789116859436,0.04855993017554283
0,-0.13500000536441803,1.131789207458496,0.04855993017554283
0,-0.13500000536441803,0.9217891693115234,0.018559932708740234
0,-0.13500000536441803,0.951789140701294,0.018559932708740234
0,-0.13500000536441803,0.9817891716957092,0.018559932708740234
0,-0.13500000536441803,1.0117892026901245,0.018559932708740234
0,-0.13500000536441803,1.041789174079895,0.018559932708740234
0,-0.13500000536441803,1.0717891454696655,0.018559932708740234
0,-0.13500000536441803,1.101789116859436,0.018559932708740234
0,-0.13500000536441803,0.8917891979217529,-0.011440067552030087
0,-0.13500000536441803,0.9217891693115234,-0.011440067552030087
0,-0.13500000536441803,0.951789140701294,-0.011440067552030087
0,-0.13500000536441803,0.9817891716957092,-0.011440067552030087
0,-0.13500000536441803,1.0117892026901245,-0.011440067552030087
0,-0.13500000536441803,1.041789174079895,-0.011440067552030087
0,-0.13500000536441803,1.0717891454696655,-0.011440067552030087
0,-0.13500000536441803,0.8917891979217529,-0.04144006595015526
0,-0.13500000536441803,0.9217891693115234,-0.04144006595015526
0,-0.13500000536441803,0.951789140701294,-0.04144006595015526
0,-0.13500000536441803,0.9817891716957092,-0.04144006595015526
0,-0.13500000536441803,1.0117892026901245,-0.04144006595015526
0,-0.13500000536441803,1.041789174079895,-0.04144006595015526
0,-0.10500000417232513,1.0117892026901245,0.10855992883443832
0,-0.10500000417232513,1.041789174079895,0.10855992883443832
0,-0.10500000417232513,1.0717891454696655,0.10855992883443832
0,-0.10500000417232513,1.101789116859436,0.10855992883443832
0,-0.10500000417232513,1.131789207458496,0.10855992883443832
0,-0.10500000417232513,0.951789140701294,0.07855992764234543
0,-0.10500000417232513,0.9817891716957092,0.07855992764234543
